txn_id,customer_id,matter_id,matter_type,txn_date,txn_type,amount_aud,description,unrelated_third_party,counterparty_country
TXN-101684,CUST-10282,MTR-10282-4,Trust Establishment,2025-07-17,Deposit,24823.56,Trust receipt - client funds,False,Japan
TXN-102105,CUST-10355,MTR-10355-4,Business Sale & Purchase,2025-07-17,Deposit,87658.3,Trust receipt - client funds,False,Japan
TXN-100708,CUST-10116,MTR-10116-9,Trust Establishment,2025-07-17,Deposit,1028.29,Trust receipt - client funds,False,Australia
TXN-102273,CUST-10383,MTR-10383-6,Nominee Director Arrangement,2025-07-18,Deposit,1201.14,Trust receipt - client funds,False,Canada
TXN-102060,CUST-10348,MTR-10348-3,Trust Establishment,2025-07-19,Withdrawal,7519.91,Trust disbursement - settlement,False,Germany
TXN-101667,CUST-10279,MTR-10279-9,Residential Conveyancing,2025-07-20,Deposit,8844.52,Trust receipt - client funds,False,New Zealand
TXN-102269,CUST-10383,MTR-10383-6,Nominee Director Arrangement,2025-07-20,Deposit,1293.89,Trust receipt - client funds,False,Canada
TXN-100107,CUST-10019,MTR-10019-3,Nominee Shareholder Arrangement,2025-07-22,Deposit,1089.06,Trust receipt - client funds,False,United States
TXN-100644,CUST-10106,MTR-10106-1,Debt Financing Transaction,2025-07-22,Deposit,165937.29,Trust receipt - client funds,False,Singapore
TXN-101210,CUST-10198,MTR-10198-8,Commercial Conveyancing,2025-07-22,Withdrawal,815979.38,Trust disbursement - settlement,False,Democratic Republic of Congo
TXN-100235,CUST-10037,MTR-10037-6,Trust Establishment,2025-07-22,Deposit,28797.85,Trust receipt - client funds,False,Singapore
TXN-101616,CUST-10271,MTR-10271-1,Residential Conveyancing,2025-07-22,Deposit,164260.96,Trust receipt - client funds,False,Singapore
TXN-101668,CUST-10279,MTR-10279-9,Residential Conveyancing,2025-07-23,Deposit,8932.58,Trust receipt - client funds,False,New Zealand
TXN-100435,CUST-10072,MTR-10072-5,Nominee Shareholder Arrangement,2025-07-23,Withdrawal,735.82,Trust disbursement - settlement,False,United Kingdom
TXN-101669,CUST-10279,MTR-10279-9,Residential Conveyancing,2025-07-24,Deposit,8207.7,Trust receipt - client funds,False,New Zealand
TXN-102025,CUST-10341,MTR-10341-3,Debt Financing Transaction,2025-07-24,Deposit,464718.42,Trust receipt - client funds,False,Australia
TXN-102252,CUST-10379,MTR-10379-1,Nominee Director Arrangement,2025-07-25,Withdrawal,6921.66,Trust disbursement - settlement,False,Democratic Republic of Congo
TXN-101509,CUST-10251,MTR-10251-3,Company Formation,2025-07-26,Deposit,3058.74,Trust receipt - client funds,False,Singapore
TXN-100313,CUST-10051,MTR-10051-1,Nominee Director Arrangement,2025-07-26,Deposit,1506.73,Trust receipt - client funds,False,Panama
TXN-100083,CUST-10014,MTR-10014-9,Company Formation,2025-07-27,Deposit,5242.87,Trust receipt - client funds,False,Canada
TXN-100447,CUST-10075,MTR-10075-6,Estate Administration,2025-07-27,Deposit,230906.91,Trust receipt - client funds,False,United States
TXN-101055,CUST-10171,MTR-10171-6,Nominee Director Arrangement,2025-07-28,Deposit,3507.72,Trust receipt - client funds,False,United States
TXN-100555,CUST-10089,MTR-10089-9,Nominee Shareholder Arrangement,2025-07-28,Deposit,6722.11,Trust receipt - client funds,False,Cyprus
TXN-101910,CUST-10321,MTR-10321-1,Debt Financing Transaction,2025-07-28,Deposit,69655.93,Trust receipt - client funds,False,Canada
TXN-100690,CUST-10113,MTR-10113-5,Trust Establishment,2025-07-28,Deposit,3864.5,Trust receipt - client funds,False,United Kingdom
TXN-101935,CUST-10328,MTR-10328-9,Commercial Conveyancing,2025-07-29,Deposit,194117.01,Trust receipt - client funds,False,Cambodia
TXN-102027,CUST-10341,MTR-10341-3,Debt Financing Transaction,2025-07-29,Deposit,344738.99,Trust receipt - client funds,False,Australia
TXN-101912,CUST-10322,MTR-10322-1,Residential Conveyancing,2025-07-29,Withdrawal,250969.41,Trust disbursement - settlement,False,United Kingdom
TXN-101916,CUST-10322,MTR-10322-1,Residential Conveyancing,2025-07-30,Deposit,233190.54,Trust receipt - client funds,False,United Kingdom
TXN-101922,CUST-10324,MTR-10324-2,Trust Establishment,2025-07-31,Deposit,7792.41,Trust receipt - client funds,False,Yemen
TXN-102386,CUST-10403,MTR-10403-6,Company Formation,2025-07-31,Withdrawal,3890.35,Trust disbursement - settlement,False,Germany
TXN-100551,CUST-10089,MTR-10089-9,Nominee Shareholder Arrangement,2025-08-01,Deposit,1290.11,Trust receipt - client funds,False,Cyprus
TXN-101355,CUST-10223,MTR-10223-5,Nominee Director Arrangement,2025-08-01,Deposit,7297.4,Trust receipt - client funds,False,Japan
TXN-102106,CUST-10355,MTR-10355-4,Business Sale & Purchase,2025-08-01,Deposit,242689.98,Trust receipt - client funds,False,Japan
TXN-101644,CUST-10275,MTR-10275-9,Estate Administration,2025-08-02,Withdrawal,14918.34,Trust disbursement - settlement,False,United Kingdom
TXN-101083,CUST-10175,MTR-10175-8,Company Formation,2025-08-02,Deposit,3952.94,Trust receipt - client funds,False,United States
TXN-101938,CUST-10328,MTR-10328-9,Commercial Conveyancing,2025-08-03,Deposit,114267.0,Trust receipt - client funds,False,Cambodia
TXN-101906,CUST-10321,MTR-10321-1,Debt Financing Transaction,2025-08-03,Withdrawal,419921.68,Trust disbursement - settlement,False,Canada
TXN-100658,CUST-10109,MTR-10109-8,Estate Administration,2025-08-03,Deposit,647546.66,Trust receipt - client funds,False,Canada
TXN-100959,CUST-10156,MTR-10156-2,Debt Financing Transaction,2025-08-03,Withdrawal,1636949.08,Trust disbursement - settlement,False,New Zealand
TXN-101404,CUST-10231,MTR-10231-8,Company Formation,2025-08-04,Deposit,2178.81,Trust receipt - client funds,False,Singapore
TXN-100206,CUST-10033,MTR-10033-3,Business Sale & Purchase,2025-08-04,Deposit,696980.42,Trust receipt - client funds,False,New Zealand
TXN-101980,CUST-10334,MTR-10334-2,Company Formation,2025-08-04,Deposit,2324.04,Trust receipt - client funds,False,Germany
TXN-101942,CUST-10329,MTR-10329-2,Residential Conveyancing,2025-08-05,Deposit,192703.28,Trust receipt - client funds,False,Germany
TXN-101972,CUST-10333,MTR-10333-3,Nominee Shareholder Arrangement,2025-08-05,Deposit,1498.74,Trust receipt - client funds,False,Cambodia
TXN-101861,CUST-10312,MTR-10312-4,Debt Financing Transaction,2025-08-05,Withdrawal,189423.29,Trust disbursement - settlement,False,Germany
TXN-101933,CUST-10328,MTR-10328-9,Commercial Conveyancing,2025-08-05,Withdrawal,751202.68,Trust disbursement - settlement,False,Cambodia
TXN-101704,CUST-10286,MTR-10286-8,Commercial Conveyancing,2025-08-05,Deposit,87719.49,Trust receipt - client funds,False,Canada
TXN-100397,CUST-10064,MTR-10064-6,Company Formation,2025-08-06,Deposit,1021.0,Trust receipt - client funds,False,United States
TXN-101488,CUST-10246,MTR-10246-3,Business Sale & Purchase,2025-08-06,Deposit,841484.51,Trust receipt - client funds,False,Australia
TXN-102061,CUST-10348,MTR-10348-3,Trust Establishment,2025-08-07,Deposit,5769.29,Trust receipt - client funds,False,Germany
TXN-101991,CUST-10336,MTR-10336-1,Debt Financing Transaction,2025-08-07,Deposit,62057.62,Trust receipt - client funds,False,Canada
TXN-101868,CUST-10314,MTR-10314-9,Residential Conveyancing,2025-08-07,Deposit,421166.02,Trust receipt - client funds,False,New Zealand
TXN-101989,CUST-10336,MTR-10336-1,Debt Financing Transaction,2025-08-08,Deposit,750702.52,Trust receipt - client funds,False,Canada
TXN-101056,CUST-10171,MTR-10171-6,Nominee Director Arrangement,2025-08-08,Deposit,965.76,Trust receipt - client funds,False,United States
TXN-101119,CUST-10183,MTR-10183-8,Residential Conveyancing,2025-08-08,Withdrawal,20036.68,Trust disbursement - settlement,False,New Zealand
TXN-101316,CUST-10217,MTR-10217-8,Nominee Shareholder Arrangement,2025-08-08,Withdrawal,1896.79,Trust disbursement - settlement,False,Singapore
TXN-101458,CUST-10242,MTR-10242-2,Company Formation,2025-08-08,Deposit,1766.64,Trust receipt - client funds,False,Japan
TXN-102217,CUST-10372,MTR-10372-5,Company Formation,2025-08-08,Deposit,1111.04,Trust receipt - client funds,False,Japan
TXN-102129,CUST-10359,MTR-10359-7,Trust Establishment,2025-08-09,Deposit,35238.03,Trust receipt - client funds,False,Democratic Republic of Congo
TXN-101589,CUST-10267,MTR-10267-7,Company Formation,2025-08-09,Deposit,6683.18,Trust receipt - client funds,False,Germany
TXN-102177,CUST-10365,MTR-10365-7,Business Sale & Purchase,2025-08-09,Withdrawal,26121.22,Trust disbursement - settlement,False,Panama
TXN-100273,CUST-10042,MTR-10042-4,Company Formation,2025-08-10,Deposit,1131.6,Trust receipt - client funds,False,New Zealand
TXN-102121,CUST-10358,MTR-10358-9,Nominee Director Arrangement,2025-08-10,Deposit,921.85,Trust receipt - client funds,False,New Zealand
TXN-101526,CUST-10254,MTR-10254-9,Nominee Director Arrangement,2025-08-11,Withdrawal,6092.76,Trust disbursement - settlement,False,Australia
TXN-100497,CUST-10082,MTR-10082-7,Estate Administration,2025-08-12,Deposit,23293.01,Trust receipt - client funds,False,Singapore
TXN-102299,CUST-10388,MTR-10388-2,Trust Establishment,2025-08-12,Deposit,4294.37,Trust receipt - client funds,False,United States
TXN-100147,CUST-10024,MTR-10024-9,Commercial Conveyancing,2025-08-12,Deposit,361623.91,Trust receipt - client funds,False,Australia
TXN-102167,CUST-10364,MTR-10364-1,Trust Establishment,2025-08-13,Withdrawal,11885.11,Trust disbursement - settlement,False,Cambodia
TXN-100669,CUST-10111,MTR-10111-8,Nominee Director Arrangement,2025-08-13,Deposit,875.04,Trust receipt - client funds,False,Japan
TXN-100306,CUST-10049,MTR-10049-9,Estate Administration,2025-08-13,Deposit,32947.28,Trust receipt - client funds,False,United Arab Emirates
TXN-100625,CUST-10102,MTR-10102-1,Estate Administration,2025-08-13,Deposit,7274.4,Trust receipt - client funds,False,New Zealand
TXN-101312,CUST-10216,MTR-10216-1,Estate Administration,2025-08-13,Withdrawal,5240.28,Trust disbursement - settlement,False,Japan
TXN-102176,CUST-10365,MTR-10365-7,Business Sale & Purchase,2025-08-13,Deposit,44213.49,Trust receipt - client funds,False,Panama
TXN-102022,CUST-10341,MTR-10341-3,Debt Financing Transaction,2025-08-14,Deposit,411831.68,Trust receipt - client funds,False,Australia
TXN-100502,CUST-10082,MTR-10082-7,Estate Administration,2025-08-14,Withdrawal,46101.49,Trust disbursement - settlement,False,Singapore
TXN-101422,CUST-10234,MTR-10234-3,Commercial Conveyancing,2025-08-14,Withdrawal,2675020.19,Trust disbursement - settlement,False,Singapore
TXN-101416,CUST-10233,MTR-10233-4,Commercial Conveyancing,2025-08-14,Deposit,287238.4,Trust receipt - client funds,False,Canada
TXN-100401,CUST-10065,MTR-10065-8,Business Sale & Purchase,2025-08-15,Deposit,598336.38,Trust receipt - client funds,False,Germany
TXN-100157,CUST-10025,MTR-10025-5,Business Sale & Purchase,2025-08-15,Deposit,830000.43,Trust receipt - client funds,False,United States
TXN-100200,CUST-10031,MTR-10031-7,Commercial Conveyancing,2025-08-16,Deposit,291928.76,Trust receipt - client funds,False,Democratic People's Republic of Korea
TXN-101862,CUST-10312,MTR-10312-4,Debt Financing Transaction,2025-08-17,Withdrawal,225600.65,Trust disbursement - settlement,False,Germany
TXN-100738,CUST-10121,MTR-10121-7,Company Formation,2025-08-18,Deposit,3942.04,Trust receipt - client funds,False,Germany
TXN-100148,CUST-10024,MTR-10024-9,Commercial Conveyancing,2025-08-19,Withdrawal,151606.52,Trust disbursement - settlement,False,Australia
TXN-100374,CUST-10060,MTR-10060-7,Business Sale & Purchase,2025-08-20,Withdrawal,141941.21,Trust disbursement - settlement,False,Australia
TXN-100954,CUST-10156,MTR-10156-2,Debt Financing Transaction,2025-08-21,Deposit,371322.13,Trust receipt - client funds,False,New Zealand
TXN-102315,CUST-10390,MTR-10390-5,Business Sale & Purchase,2025-08-21,Withdrawal,377926.0,Trust disbursement - settlement,False,Germany
TXN-100113,CUST-10019,MTR-10019-3,Nominee Shareholder Arrangement,2025-08-22,Withdrawal,6317.95,Trust disbursement - settlement,False,United States
TXN-102294,CUST-10388,MTR-10388-2,Trust Establishment,2025-08-22,Withdrawal,32175.56,Trust disbursement - settlement,False,United States
TXN-101153,CUST-10188,MTR-10188-6,Company Formation,2025-08-22,Deposit,3067.94,Trust receipt - client funds,False,Japan
TXN-100856,CUST-10141,MTR-10141-8,Business Sale & Purchase,2025-08-23,Deposit,62710.54,Trust receipt - client funds,False,Japan
TXN-100197,CUST-10031,MTR-10031-7,Commercial Conveyancing,2025-08-23,Deposit,607390.82,Trust receipt - client funds,False,Democratic People's Republic of Korea
TXN-101834,CUST-10306,MTR-10306-2,Trust Establishment,2025-08-24,Withdrawal,9229.12,Trust disbursement - settlement,False,Singapore
TXN-101781,CUST-10299,MTR-10299-2,Trust Establishment,2025-08-24,Withdrawal,1128.03,Trust disbursement - settlement,False,Japan
TXN-101175,CUST-10192,MTR-10192-8,Nominee Director Arrangement,2025-08-24,Deposit,896.78,Trust receipt - client funds,False,Germany
TXN-100399,CUST-10064,MTR-10064-6,Company Formation,2025-08-25,Withdrawal,1004.58,Trust disbursement - settlement,False,United States
TXN-101346,CUST-10222,MTR-10222-5,Nominee Director Arrangement,2025-08-25,Deposit,1625.53,Trust receipt - client funds,False,Vanuatu
TXN-100214,CUST-10034,MTR-10034-9,Debt Financing Transaction,2025-08-26,Deposit,77503.88,Trust receipt - client funds,False,New Zealand
TXN-102216,CUST-10372,MTR-10372-5,Company Formation,2025-08-26,Deposit,1972.24,Trust receipt - client funds,False,Japan
TXN-100569,CUST-10092,MTR-10092-3,Commercial Conveyancing,2025-08-26,Withdrawal,219213.93,Trust disbursement - settlement,False,Germany
TXN-102342,CUST-10395,MTR-10395-2,Nominee Shareholder Arrangement,2025-08-27,Withdrawal,2657.14,Trust disbursement - settlement,False,United Kingdom
TXN-102139,CUST-10360,MTR-10360-5,Commercial Conveyancing,2025-08-29,Withdrawal,313490.34,Trust disbursement - settlement,False,Canada
TXN-101914,CUST-10322,MTR-10322-1,Residential Conveyancing,2025-08-30,Withdrawal,367334.74,Trust disbursement - settlement,False,United Kingdom
TXN-101020,CUST-10165,MTR-10165-3,Nominee Director Arrangement,2025-08-30,Deposit,6742.2,Trust receipt - client funds,False,Canada
TXN-101532,CUST-10255,MTR-10255-5,Trust Establishment,2025-08-30,Deposit,19398.1,Trust receipt - client funds,False,Democratic People's Republic of Korea
TXN-100616,CUST-10101,MTR-10101-9,Commercial Conveyancing,2025-08-30,Withdrawal,199050.92,Trust disbursement - settlement,False,United Kingdom
TXN-100376,CUST-10060,MTR-10060-7,Business Sale & Purchase,2025-08-30,Deposit,1146531.22,Trust receipt - client funds,False,Australia
TXN-100533,CUST-10087,MTR-10087-9,Trust Establishment,2025-08-30,Withdrawal,2677.91,Trust disbursement - settlement,False,Germany
TXN-100213,CUST-10034,MTR-10034-9,Debt Financing Transaction,2025-08-31,Deposit,61541.95,Trust receipt - client funds,False,New Zealand
TXN-102246,CUST-10378,MTR-10378-7,Commercial Conveyancing,2025-08-31,Withdrawal,321846.24,Trust disbursement - settlement,False,Germany
TXN-100436,CUST-10072,MTR-10072-5,Nominee Shareholder Arrangement,2025-09-01,Withdrawal,5062.05,Trust disbursement - settlement,False,United Kingdom
TXN-101707,CUST-10287,MTR-10287-4,Nominee Shareholder Arrangement,2025-09-02,Deposit,1089.9,Trust receipt - client funds,False,Yemen
TXN-100790,CUST-10130,MTR-10130-6,Debt Financing Transaction,2025-09-02,Withdrawal,64296.32,Trust disbursement - settlement,False,United Kingdom
TXN-102291,CUST-10387,MTR-10387-3,Commercial Conveyancing,2025-09-02,Withdrawal,282622.63,Trust disbursement - settlement,False,Japan
TXN-100144,CUST-10024,MTR-10024-9,Commercial Conveyancing,2025-09-03,Deposit,2788113.81,Trust receipt - client funds,False,Australia
TXN-101085,CUST-10175,MTR-10175-8,Company Formation,2025-09-04,Deposit,8237.74,Trust receipt - client funds,False,United States
TXN-100689,CUST-10113,MTR-10113-5,Trust Establishment,2025-09-04,Deposit,3311.36,Trust receipt - client funds,False,United Kingdom
TXN-100300,CUST-10049,MTR-10049-9,Estate Administration,2025-09-04,Deposit,81337.65,Trust receipt - client funds,False,United Arab Emirates
TXN-102112,CUST-10356,MTR-10356-4,Trust Establishment,2025-09-04,Deposit,19982.89,Trust receipt - client funds,False,United Kingdom
TXN-100064,CUST-10010,MTR-10010-9,Nominee Shareholder Arrangement,2025-09-05,Deposit,1004.95,Trust receipt - client funds,False,Singapore
TXN-102341,CUST-10395,MTR-10395-2,Nominee Shareholder Arrangement,2025-09-06,Withdrawal,2815.75,Trust disbursement - settlement,False,United Kingdom
TXN-101295,CUST-10214,MTR-10214-9,Commercial Conveyancing,2025-09-07,Withdrawal,2985515.17,Trust disbursement - settlement,False,United Kingdom
TXN-100330,CUST-10054,MTR-10054-1,Business Sale & Purchase,2025-09-07,Deposit,498348.23,Trust receipt - client funds,False,Singapore
TXN-102259,CUST-10380,MTR-10380-7,Company Formation,2025-09-07,Deposit,4195.76,Trust receipt - client funds,False,Canada
TXN-100044,CUST-10007,MTR-10007-2,Estate Administration,2025-09-08,Deposit,5886.42,Trust receipt - client funds,False,United Kingdom
TXN-102243,CUST-10377,MTR-10377-1,Nominee Director Arrangement,2025-09-08,Deposit,3398.71,Trust receipt - client funds,False,Germany
TXN-100710,CUST-10116,MTR-10116-9,Trust Establishment,2025-09-08,Deposit,27459.89,Trust receipt - client funds,False,Australia
TXN-101069,CUST-10173,MTR-10173-8,Debt Financing Transaction,2025-09-09,Deposit,51025.89,Trust receipt - client funds,False,United States
TXN-100210,CUST-10034,MTR-10034-9,Debt Financing Transaction,2025-09-10,Deposit,307740.73,Trust receipt - client funds,False,New Zealand
TXN-102359,CUST-10398,MTR-10398-5,Nominee Director Arrangement,2025-09-11,Withdrawal,615.39,Trust disbursement - settlement,False,Canada
TXN-100686,CUST-10113,MTR-10113-5,Trust Establishment,2025-09-11,Withdrawal,1558.05,Trust disbursement - settlement,False,United Kingdom
TXN-102295,CUST-10388,MTR-10388-2,Trust Establishment,2025-09-11,Withdrawal,9963.69,Trust disbursement - settlement,False,United States
TXN-100292,CUST-10047,MTR-10047-6,Residential Conveyancing,2025-09-12,Deposit,267194.08,Trust receipt - third party (unrelated to matter),True,Panama
TXN-100697,CUST-10113,MTR-10113-5,Trust Establishment,2025-09-13,Deposit,2312.59,Trust receipt - client funds,False,United Kingdom
TXN-102466,CUST-10417,MTR-10417-4,Company Formation,2025-09-13,Deposit,812.69,Trust receipt - client funds,False,Cyprus
